day,hour,referrer,isMainConversion,isMicroConversion,spentTime,pageNum,score,visitId
Saturday,odpoledne,Fulltext,false,false,stredniDoba,malo,230,3649
Wednesday,odpoledne,NA,false,false,delsiDoba,vice,743,2439
Monday,podvecer,Catalogue,false,false,delsiDoba,malo,350,6916
Friday,podvecer,NA,false,false,stredniDoba,vice,575,3528
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,4859
Monday,odpoledne,NA,false,false,kratkaDoba,malo,172,6806
Monday,podvecer,Fulltext,false,false,delsiDoba,vice,585,6927
Friday,odpoledne,Fulltext,true,false,delsiDoba,vice,1321,5959
Wednesday,poledne,Catalogue,false,false,delsiDoba,vice,762,2208
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,110,5607
Friday,poledne,Fulltext,false,false,delsiDoba,vice,795,3308
Friday,odpoledne,NA,false,false,stredniDoba,malo,295,3429
Monday,poledne,NA,true,true,dlouhaDoba,vice,2191,6707
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,968,4408
Thursday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,5739
Monday,vecer,NA,false,false,stredniDoba,malo,223,4529
Friday,odpoledne,NA,false,false,kratkaDoba,hodne,2853,3319
Thursday,poledne,NA,false,false,delsiDoba,hodne,1489,5508
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,110,5629
Monday,odpoledne,NA,false,false,dlouhaDoba,hodne,4789,4419
Wednesday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,10090
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,8907
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,193,6608
Thursday,poledne,NA,true,false,stredniDoba,vice,740,5519
Monday,odpoledne,NA,false,false,dlouhaDoba,hodne,1627,8918
Thursday,poledne,Fulltext,false,false,dlouhaDoba,malo,1548,7829
Saturday,podvecer,Fulltext,false,false,stredniDoba,malo,170,11080
Monday,vecer,OwnWebs,false,false,kratkaDoba,malo,110,12290
Wednesday,odpoledne,Other,false,false,stredniDoba,vice,603,9908
Monday,podvecer,NA,true,false,kratkaDoba,malo,161,12180
Wednesday,poledne,Catalogue,false,false,dlouhaDoba,hodne,5179,13280
Wednesday,poledne,NA,false,false,kratkaDoba,malo,193,9809
Thursday,odpoledne,NA,false,false,dlouhaDoba,hodne,5602,14380
Tuesday,vecer,NA,false,false,kratkaDoba,vice,276,13170
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,12081
Monday,podvecer,Fulltext,false,false,dlouhaDoba,vice,1576,16690
Saturday,vecer,NA,false,false,stredniDoba,malo,170,15480
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,14270
Monday,odpoledne,NA,false,false,kratkaDoba,malo,110,12092
Monday,odpoledne,NA,false,false,kratkaDoba,vice,264,16580
Saturday,odpoledne,Catalogue,false,false,kratkaDoba,malo,193,15370
Saturday,vecer,Catalogue,false,false,stredniDoba,vice,497,15491
Saturday,poledne,NA,false,false,stredniDoba,vice,530,15260
Monday,odpoledne,OwnWebs,false,false,delsiDoba,vice,689,16591
Thursday,poledne,Other,false,false,kratkaDoba,malo,110,14050
Thursday,poledne,NA,false,false,dlouhaDoba,vice,1215,14171
Friday,vecer,Catalogue,false,false,dlouhaDoba,hodne,7318,15161
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,14072
Monday,poledne,NA,false,false,dlouhaDoba,vice,843,16140
Monday,poledne,Fulltext,true,false,kratkaDoba,malo,161,16261
Saturday,rano,NA,true,false,delsiDoba,malo,664,15172
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,14083
Monday,poledne,NA,false,false,kratkaDoba,malo,193,16151
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,16393
Thursday,poledne,Fulltext,false,false,stredniDoba,vice,667,14094
Tuesday,poledne,Fulltext,false,false,kratkaDoba,vice,276,17130
Monday,poledne,NA,false,false,dlouhaDoba,hodne,2040,16162
Thursday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,2901
Monday,poledne,NA,false,false,stredniDoba,malo,170,16173
Thursday,odpoledne,Catalogue,true,false,kratkaDoba,malo,110,2912
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,193,1944
Monday,rano,NA,false,false,kratkaDoba,malo,172,16063
Tuesday,odpoledne,Catalogue,false,false,dlouhaDoba,vice,1883,1834
Tuesday,odpoledne,NA,false,false,delsiDoba,malo,403,1955
Tuesday,poledne,NA,false,false,delsiDoba,hodne,1736,17042
Tuesday,poledne,NA,false,false,dlouhaDoba,malo,1239,1724
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,1702,17053
Tuesday,poledne,Partners,false,false,kratkaDoba,vice,264,1735
Monday,poledne,NA,false,false,stredniDoba,malo,396,16096
Sunday,odpoledne,NA,true,false,kratkaDoba,malo,110,3924
Thursday,odpoledne,Fulltext,true,false,stredniDoba,vice,703,2956
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,1988
Sunday,odpoledne,Catalogue,false,false,kratkaDoba,malo,110,3935
Thursday,poledne,Fulltext,false,false,dlouhaDoba,vice,1418,2725
Monday,odpoledne,Catalogue,false,false,kratkaDoba,malo,172,1515
Thursday,odpoledne,Catalogue,false,false,kratkaDoba,malo,110,2846
Tuesday,rano,NA,false,false,stredniDoba,vice,575,1636
Sunday,poledne,Fulltext,false,false,kratkaDoba,malo,364,3825
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,2736
Monday,podvecer,NA,false,false,stredniDoba,vice,354,1526
Thursday,odpoledne,NA,false,false,kratkaDoba,vice,264,2857
Tuesday,poledne,NA,false,false,stredniDoba,vice,357,1768
Tuesday,poledne,NA,false,false,delsiDoba,vice,543,17097
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,2505
Monday,odpoledne,NA,false,false,stredniDoba,vice,696,1416
Monday,podvecer,OwnWebs,false,false,kratkaDoba,malo,110,1537
Tuesday,rano,Fulltext,false,false,stredniDoba,malo,325,1658
Tuesday,poledne,NA,false,false,dlouhaDoba,malo,890,1779
Wednesday,podvecer,NA,false,false,stredniDoba,malo,170,2516
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,170,3847
Monday,poledne,NA,false,false,kratkaDoba,malo,110,1306
Monday,odpoledne,NA,false,false,stredniDoba,vice,432,1427
Thursday,odpoledne,NA,false,false,delsiDoba,malo,472,2879
Tuesday,poledne,Fulltext,false,false,stredniDoba,vice,402,1669
Friday,poledne,NA,false,false,dlouhaDoba,vice,2120,5904
Tuesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,4433,4815
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,vice,744,4936
Monday,poledne,NA,false,false,stredniDoba,malo,230,1317
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,930,2769
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,2417
Saturday,podvecer,NA,false,false,dlouhaDoba,vice,2747,3748
Monday,rano,Partners,true,false,stredniDoba,vice,402,1207
Monday,poledne,NA,true,false,delsiDoba,vice,885,1328
Friday,rano,Fulltext,false,false,stredniDoba,malo,170,5805
Friday,podvecer,Catalogue,false,false,stredniDoba,malo,292,3506
Saturday,poledne,Fulltext,false,false,kratkaDoba,malo,193,3627
Wednesday,poledne,NA,false,false,kratkaDoba,malo,110,2308
Monday,rano,Fulltext,false,false,stredniDoba,vice,294,1219
Tuesday,rano,NA,false,false,delsiDoba,vice,810,4607
Friday,podvecer,NA,false,false,kratkaDoba,malo,110,3518
Wednesday,poledne,NA,false,false,kratkaDoba,malo,110,2319
Friday,rano,Catalogue,false,false,kratkaDoba,malo,193,5828
Friday,odpoledne,Fulltext,false,false,stredniDoba,malo,498,5949
Friday,poledne,Fulltext,false,false,stredniDoba,malo,223,5839
Monday,podvecer,Partners,false,false,dlouhaDoba,hodne,3563,6939
Thursday,podvecer,NA,false,false,kratkaDoba,malo,110,5729
Thursday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1657,7918
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,110,6719
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,5509
Tuesday,rano,Fulltext,false,false,kratkaDoba,malo,110,12390
Sunday,rano,Other,false,false,delsiDoba,vice,705,11180
Monday,odpoledne,NA,false,false,dlouhaDoba,hodne,3191,8809
Friday,rano,Fulltext,false,false,delsiDoba,vice,990,14590
Wednesday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,2407,9909
Wednesday,poledne,NA,false,false,delsiDoba,vice,819,13270
Monday,podvecer,NA,false,false,delsiDoba,vice,875,12181
Monday,vecer,Fulltext,false,false,kratkaDoba,malo,110,16790
Monday,odpoledne,NA,false,false,stredniDoba,vice,599,12071
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,172,12192
Saturday,vecer,Fulltext,false,false,stredniDoba,vice,790,15470
Thursday,odpoledne,Partners,false,false,delsiDoba,vice,960,14271
Thursday,odpoledne,Other,false,false,kratkaDoba,malo,110,14392
Wednesday,rano,Fulltext,false,false,stredniDoba,malo,283,13182
Monday,odpoledne,NA,false,false,delsiDoba,malo,505,12093
Monday,odpoledne,NA,false,false,stredniDoba,vice,876,16460
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,16581
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,474,14161
Wednesday,rano,NA,false,false,delsiDoba,hodne,3124,13193
Monday,odpoledne,Other,false,false,kratkaDoba,vice,264,16471
Saturday,poledne,NA,true,false,dlouhaDoba,vice,1667,15261
Monday,odpoledne,NA,false,false,delsiDoba,malo,445,16592
Saturday,odpoledne,NA,false,false,stredniDoba,malo,295,15382
Thursday,odpoledne,OwnWebs,false,false,dlouhaDoba,hodne,4786,14293
Tuesday,podvecer,Fulltext,false,false,dlouhaDoba,vice,1329,13083
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,14062
Tuesday,podvecer,Partners,false,false,delsiDoba,hodne,1567,13094
Friday,podvecer,OwnWebs,false,false,dlouhaDoba,malo,943,15041
Friday,vecer,NA,false,false,stredniDoba,malo,223,15162
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,2299,16493
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,hodne,1336,17230
Monday,rano,Fulltext,true,false,delsiDoba,malo,701,16020
Monday,poledne,NA,false,false,stredniDoba,malo,295,16141
Monday,poledne,Other,false,false,stredniDoba,vice,405,16262
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,16383
Saturday,odpoledne,NA,false,false,stredniDoba,vice,533,15294
Monday,poledne,OwnWebs,false,false,dlouhaDoba,hodne,1830,16152
Tuesday,poledne,OwnWebs,false,false,kratkaDoba,malo,110,17010
Monday,poledne,Fulltext,false,false,delsiDoba,vice,873,16163
Monday,poledne,Fulltext,false,false,stredniDoba,malo,290,16284
Friday,podvecer,Fulltext,false,false,stredniDoba,malo,295,15074
Monday,poledne,NA,false,false,kratkaDoba,vice,264,16174
Monday,poledne,Fulltext,false,false,stredniDoba,vice,327,16295
Friday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,15085
Thursday,odpoledne,NA,false,false,delsiDoba,malo,731,2913
Tuesday,poledne,Catalogue,false,false,dlouhaDoba,malo,1190,17032
Tuesday,odpoledne,NA,false,false,dlouhaDoba,hodne,5644,17153
Monday,poledne,NA,false,false,kratkaDoba,malo,110,16185
Thursday,odpoledne,NA,false,false,delsiDoba,vice,1188,2924
Sunday,odpoledne,Catalogue,false,false,stredniDoba,vice,366,3903
Thursday,poledne,NA,false,false,delsiDoba,vice,1236,2814
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,malo,652,1846
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,414,1967
Sunday,odpoledne,Fulltext,true,false,delsiDoba,vice,825,3914
Thursday,poledne,Fulltext,false,false,stredniDoba,vice,695,2825
Thursday,odpoledne,OwnWebs,false,false,stredniDoba,malo,170,2946
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,1070,1736
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,290,1857
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,343,1978
Tuesday,poledne,NA,false,false,stredniDoba,vice,453,17065
Sunday,rano,NA,false,false,delsiDoba,vice,1040,3804
Thursday,poledne,Fulltext,false,false,kratkaDoba,vice,264,2715
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,1868
Tuesday,odpoledne,Other,false,false,stredniDoba,vice,477,17197
Sunday,odpoledne,Fulltext,false,false,delsiDoba,malo,350,3936
Thursday,odpoledne,NA,false,false,kratkaDoba,vice,446,2847
Saturday,podvecer,Catalogue,false,false,stredniDoba,vice,697,3705
Wednesday,vecer,OwnWebs,false,false,kratkaDoba,malo,193,2616
Sunday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,2874,3947
Thursday,poledne,Catalogue,false,false,kratkaDoba,malo,193,2737
Tuesday,poledne,Fulltext,false,false,delsiDoba,malo,599,1769
Wednesday,odpoledne,NA,false,false,delsiDoba,vice,573,2506
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,974,2748
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,1538
Thursday,odpoledne,NA,false,false,dlouhaDoba,vice,2815,2869
Tuesday,odpoledne,OwnWebs,false,false,stredniDoba,malo,221,4805
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,536,4926
Saturday,podvecer,NA,false,false,kratkaDoba,malo,193,3727
Thursday,rano,Fulltext,false,false,kratkaDoba,malo,110,2638
Tuesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,2395,4816
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,110,1318
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,193,4827
Tuesday,podvecer,NA,false,false,delsiDoba,hodne,1435,4948
Tuesday,poledne,Catalogue,false,false,stredniDoba,vice,477,4717
Saturday,poledne,NA,false,false,kratkaDoba,malo,110,3628
Friday,rano,Fulltext,false,false,delsiDoba,vice,831,5818
Friday,poledne,Partners,false,false,stredniDoba,vice,560,5939
Friday,podvecer,NA,false,false,stredniDoba,vice,294,3519
Friday,poledne,Fulltext,false,false,stredniDoba,vice,566,5829
Tuesday,poledne,Catalogue,false,false,stredniDoba,vice,432,4619
Sunday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,3068,11390
Monday,odpoledne,Catalogue,false,false,stredniDoba,vice,414,6819
Thursday,odpoledne,Other,false,false,kratkaDoba,malo,172,5609
Tuesday,poledne,NA,false,false,stredniDoba,vice,327,12490
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,223,10070
Saturday,vecer,Catalogue,false,false,stredniDoba,vice,432,11170
Wednesday,podvecer,Fulltext,false,false,delsiDoba,vice,609,10081
Saturday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,11060
Sunday,rano,NA,false,false,kratkaDoba,malo,110,11192
Sunday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,5675,15790
Friday,rano,Fulltext,false,false,stredniDoba,malo,170,14580
Wednesday,poledne,Fulltext,false,false,kratkaDoba,malo,193,13370
Monday,odpoledne,NA,false,false,delsiDoba,vice,1252,12160
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,13491
Saturday,podvecer,NA,false,false,dlouhaDoba,hodne,2899,11082
Tuesday,rano,NA,false,false,kratkaDoba,malo,172,16890
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,15680
Friday,rano,NA,false,false,stredniDoba,malo,343,14591
Wednesday,poledne,NA,false,false,delsiDoba,vice,1247,13381
Sunday,poledne,Fulltext,false,false,dlouhaDoba,vice,1455,15570
Monday,podvecer,NA,true,false,stredniDoba,malo,343,16670
Wednesday,poledne,NA,false,false,stredniDoba,malo,426,13282
Monday,odpoledne,NA,false,false,kratkaDoba,malo,172,12072
Thursday,poledne,Fulltext,false,false,stredniDoba,vice,357,14140
Thursday,odpoledne,NA,false,false,dlouhaDoba,vice,1674,14261
Sunday,poledne,Fulltext,false,false,delsiDoba,vice,864,15592
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,3700,16450
Thursday,poledne,Fulltext,false,false,delsiDoba,malo,803,14030
Monday,podvecer,Fulltext,false,false,stredniDoba,malo,223,16692
Tuesday,podvecer,NA,false,false,delsiDoba,vice,1093,13062
Wednesday,rano,NA,false,false,stredniDoba,vice,294,13183
Monday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,1165,16340
Friday,vecer,OwnWebs,false,false,kratkaDoba,malo,110,15130
Saturday,poledne,Partners,false,false,kratkaDoba,malo,110,15251
Thursday,poledne,NA,true,false,stredniDoba,vice,459,14041
Saturday,vecer,NA,false,false,stredniDoba,malo,232,15493
Thursday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,14283
Monday,odpoledne,NA,false,false,stredniDoba,malo,170,16593
Monday,poledne,NA,false,false,dlouhaDoba,hodne,5980,16120
Monday,poledne,Fulltext,false,false,delsiDoba,vice,1059,16241
Saturday,odpoledne,Fulltext,false,false,stredniDoba,malo,223,15273
Tuesday,podvecer,Fulltext,false,false,stredniDoba,vice,558,13095
Monday,rano,Partners,false,false,kratkaDoba,vice,243,16010
Friday,vecer,NA,false,false,delsiDoba,vice,519,15163
Tuesday,poledne,Catalogue,false,false,kratkaDoba,malo,172,17110
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,193,16142
Monday,poledne,Fulltext,false,false,stredniDoba,vice,608,16263
Monday,odpoledne,Fulltext,true,false,stredniDoba,vice,569,16384
Saturday,odpoledne,NA,false,false,stredniDoba,vice,1131,15295
Tuesday,poledne,NA,false,false,delsiDoba,vice,1089,17121
Monday,rano,Fulltext,false,false,kratkaDoba,malo,110,16032
Monday,poledne,Other,false,false,delsiDoba,vice,2464,16274
Friday,podvecer,OwnWebs,false,false,kratkaDoba,jedna,30,15064
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,2585,16395
Thursday,poledne,Catalogue,false,false,stredniDoba,malo,325,14096
Tuesday,poledne,NA,false,false,stredniDoba,malo,396,1803
Tuesday,poledne,Partners,false,false,dlouhaDoba,hodne,4686,17132
Monday,rano,Fulltext,false,false,stredniDoba,malo,223,16043
Tuesday,poledne,NA,false,false,delsiDoba,vice,1284,1814
Tuesday,poledne,NA,false,false,delsiDoba,vice,888,17022
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,507,17264
Monday,rano,Partners,false,false,kratkaDoba,malo,193,16054
Thursday,odpoledne,NA,false,false,dlouhaDoba,vice,2126,2914
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,110,1946
Monday,rano,Fulltext,false,false,delsiDoba,vice,1049,16065
Friday,vecer,NA,false,false,stredniDoba,vice,384,15097
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,110,2925
Monday,rano,NA,false,false,kratkaDoba,malo,193,16076
Monday,poledne,NA,false,false,kratkaDoba,malo,110,16197
Sunday,odpoledne,NA,false,false,delsiDoba,hodne,1358,3904
Thursday,poledne,NA,false,false,kratkaDoba,malo,193,2815
Thursday,odpoledne,NA,false,false,stredniDoba,vice,456,2936
Tuesday,poledne,Catalogue,false,false,delsiDoba,malo,546,1726
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,509,1847
Tuesday,odpoledne,Other,false,false,kratkaDoba,malo,110,1968
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,790,17176
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,2947
Tuesday,odpoledne,Catalogue,false,false,stredniDoba,vice,453,1979
Tuesday,poledne,Partners,false,false,delsiDoba,vice,1046,17066
Sunday,rano,NA,false,false,delsiDoba,vice,1274,3805
Sunday,odpoledne,Partners,false,false,stredniDoba,vice,402,3926
Monday,odpoledne,Partners,false,false,stredniDoba,vice,711,1506
Tuesday,rano,NA,false,false,delsiDoba,vice,873,1627
Tuesday,rano,Fulltext,true,false,stredniDoba,malo,170,1638
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,2969
Tuesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,8704,17088
Monday,podvecer,NA,false,false,kratkaDoba,vice,534,1528
Tuesday,rano,Fulltext,true,false,stredniDoba,vice,713,1649
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,172,2507
Thursday,rano,NA,false,false,kratkaDoba,vice,425,2628
Sunday,odpoledne,NA,false,false,stredniDoba,vice,686,3959
Monday,odpoledne,Partners,false,false,stredniDoba,vice,327,1418
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,223,3849
Monday,poledne,NA,false,false,stredniDoba,vice,654,1308
Thursday,rano,NA,false,false,dlouhaDoba,hodne,3918,2639
Friday,poledne,NA,true,false,delsiDoba,vice,850,5906
Tuesday,odpoledne,NA,false,false,dlouhaDoba,vice,846,4938
Saturday,podvecer,Partners,false,false,dlouhaDoba,hodne,9737,3739
Monday,poledne,Fulltext,false,false,dlouhaDoba,hodne,4528,1319
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,292,4828
Monday,rano,Fulltext,false,false,kratkaDoba,malo,193,1209
Friday,rano,NA,false,false,delsiDoba,vice,1190,5807
Friday,poledne,NA,false,false,stredniDoba,vice,414,5928
Friday,podvecer,Catalogue,false,false,kratkaDoba,malo,193,3508
Tuesday,odpoledne,Catalogue,false,false,dlouhaDoba,hodne,3877,4839
Monday,podvecer,NA,false,false,stredniDoba,vice,366,6908
Friday,rano,Partners,false,false,delsiDoba,vice,1403,5819
Thursday,poledne,NA,false,false,dlouhaDoba,vice,1871,10280
Monday,podvecer,Other,false,false,kratkaDoba,malo,172,6919
Sunday,odpoledne,NA,false,false,kratkaDoba,vice,354,11380
Wednesday,vecer,Fulltext,false,false,kratkaDoba,malo,110,10170
Tuesday,poledne,OwnWebs,true,false,delsiDoba,vice,777,12480
Wednesday,vecer,NA,false,false,kratkaDoba,malo,172,10192
Friday,poledne,Catalogue,false,false,stredniDoba,malo,223,14790
Wednesday,odpoledne,Fulltext,false,false,delsiDoba,malo,833,13580
Wednesday,podvecer,Fulltext,true,false,delsiDoba,vice,810,10082
Monday,podvecer,Catalogue,false,false,kratkaDoba,vice,264,12260
Saturday,podvecer,NA,false,false,kratkaDoba,malo,110,11061
Sunday,rano,NA,false,false,delsiDoba,hodne,1795,11182
Wednesday,poledne,Other,false,false,stredniDoba,malo,230,13360
Monday,odpoledne,NA,false,false,kratkaDoba,malo,110,12150
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,295,13481
Tuesday,rano,NA,true,false,stredniDoba,malo,223,16880
Sunday,odpoledne,Partners,false,false,stredniDoba,malo,223,15791
Monday,odpoledne,Partners,false,false,kratkaDoba,jedna,30,12040
Monday,odpoledne,NA,false,false,delsiDoba,vice,1132,12161
Monday,vecer,Fulltext,false,false,stredniDoba,vice,306,12282
Saturday,podvecer,Partners,false,false,kratkaDoba,vice,264,11083
Monday,vecer,Fulltext,false,false,kratkaDoba,malo,172,16770
Sunday,poledne,Fulltext,false,false,delsiDoba,vice,1540,15560
Tuesday,rano,NA,false,false,stredniDoba,vice,542,16891
Tuesday,vecer,Fulltext,false,true,delsiDoba,vice,962,13140
Wednesday,rano,Fulltext,false,false,kratkaDoba,malo,193,13261
Saturday,podvecer,OwnWebs,false,false,dlouhaDoba,vice,1785,11094
Saturday,podvecer,Fulltext,false,false,stredniDoba,vice,357,15450
Monday,vecer,NA,false,false,stredniDoba,malo,295,16781
Thursday,odpoledne,NA,false,false,delsiDoba,vice,1086,14240
Sunday,poledne,Partners,false,false,delsiDoba,vice,1607,15571
Tuesday,podvecer,Other,false,false,stredniDoba,vice,778,13030
Thursday,odpoledne,Partners,false,false,stredniDoba,vice,357,14361
Tuesday,vecer,NA,false,false,kratkaDoba,malo,193,13151
Monday,odpoledne,NA,false,false,stredniDoba,malo,170,12062
Wednesday,poledne,NA,false,false,dlouhaDoba,vice,1846,13393
Wednesday,poledne,Fulltext,false,false,kratkaDoba,malo,256,13283
Monday,podvecer,Fulltext,false,false,delsiDoba,malo,470,12194
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,16440
Saturday,poledne,NA,false,false,kratkaDoba,malo,110,15230
Monday,odpoledne,Fulltext,false,false,delsiDoba,vice,1004,16561
Saturday,vecer,Fulltext,false,false,stredniDoba,malo,170,15472
Thursday,odpoledne,NA,false,false,stredniDoba,vice,426,14383
Tuesday,vecer,Other,false,false,kratkaDoba,malo,193,13173
Monday,odpoledne,Fulltext,true,false,kratkaDoba,malo,110,12084
Thursday,poledne,NA,false,false,kratkaDoba,malo,193,14031
Thursday,poledne,Fulltext,false,false,kratkaDoba,vice,321,14152
Saturday,vecer,Fulltext,false,false,dlouhaDoba,malo,2123,15483
Thursday,odpoledne,NA,false,false,stredniDoba,malo,498,14273
Tuesday,podvecer,Catalogue,false,false,kratkaDoba,malo,110,13063
Thursday,odpoledne,NA,false,false,delsiDoba,malo,486,14394
Friday,odpoledne,NA,false,false,kratkaDoba,malo,110,15010
Saturday,poledne,Fulltext,false,false,kratkaDoba,malo,110,15252
Saturday,odpoledne,NA,false,false,delsiDoba,vice,1344,15373
Thursday,poledne,Catalogue,false,false,stredniDoba,vice,402,14163
Thursday,odpoledne,Fulltext,true,false,stredniDoba,malo,290,14284
Monday,poledne,NA,false,false,delsiDoba,vice,746,16110
Monday,poledne,NA,false,false,dlouhaDoba,malo,1604,16231
Friday,podvecer,NA,false,false,stredniDoba,vice,711,15021
Monday,odpoledne,NA,false,false,delsiDoba,malo,528,16352
Friday,vecer,Catalogue,false,false,dlouhaDoba,vice,6429,15142
Monday,odpoledne,NA,true,false,stredniDoba,malo,295,16473
Saturday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,2472,15263
Thursday,poledne,Fulltext,false,false,kratkaDoba,vice,276,14053
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,14174
Thursday,odpoledne,NA,false,false,stredniDoba,malo,223,14295
Tuesday,podvecer,NA,false,false,delsiDoba,vice,519,13085
Friday,podvecer,Fulltext,false,false,stredniDoba,vice,605,15032
Monday,odpoledne,Partners,false,false,dlouhaDoba,vice,2101,16484
Thursday,poledne,Fulltext,false,false,dlouhaDoba,vice,975,14064
Saturday,podvecer,NA,false,false,stredniDoba,vice,497,15395
Tuesday,poledne,NA,false,false,stredniDoba,malo,343,17100
Friday,podvecer,Fulltext,false,false,stredniDoba,vice,453,15043
Monday,odpoledne,NA,false,false,dlouhaDoba,hodne,2049,16374
Saturday,odpoledne,Fulltext,false,false,stredniDoba,malo,426,15285
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,396,1903
Monday,rano,NA,false,false,stredniDoba,malo,223,16022
Monday,poledne,NA,false,false,stredniDoba,malo,283,16264
Saturday,rano,Catalogue,false,false,delsiDoba,vice,633,15175
Saturday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,15296
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,14086
Tuesday,poledne,NA,false,false,kratkaDoba,malo,256,17122
Tuesday,odpoledne,NA,true,false,stredniDoba,vice,507,17243
Monday,poledne,Fulltext,false,false,stredniDoba,vice,327,16275
Friday,podvecer,Fulltext,false,false,stredniDoba,vice,357,15065
Thursday,poledne,Fulltext,false,false,stredniDoba,malo,170,14097
Tuesday,poledne,NA,false,false,delsiDoba,hodne,1433,17012
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,172,16286
Friday,podvecer,NA,false,false,stredniDoba,malo,223,15076
Thursday,odpoledne,NA,false,false,dlouhaDoba,malo,1647,2904
Tuesday,poledne,NA,false,false,dlouhaDoba,malo,1717,1815
Tuesday,poledne,NA,true,false,dlouhaDoba,vice,2493,17023
Tuesday,odpoledne,NA,false,false,delsiDoba,vice,926,17265
