day,hour,referrer,isMainConversion,isMicroConversion,spentTime,pageNum,score,visitId
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,193,16667
Monday,vecer,NA,false,false,kratkaDoba,malo,110,16788
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,14247
Sunday,poledne,NA,false,false,delsiDoba,malo,528,15578
Sunday,odpoledne,Catalogue,false,false,dlouhaDoba,vice,2317,15699
Thursday,podvecer,Catalogue,false,false,kratkaDoba,malo,110,14489
Saturday,poledne,Fulltext,false,false,stredniDoba,vice,306,15226
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,1845,16557
Thursday,poledne,NA,false,false,dlouhaDoba,hodne,5087,14137
Thursday,odpoledne,NA,false,false,delsiDoba,vice,1305,14258
Tuesday,podvecer,NA,false,false,dlouhaDoba,hodne,2317,13048
Monday,poledne,Other,false,false,kratkaDoba,vice,243,16205
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1712,16326
Saturday,odpoledne,Partners,false,false,kratkaDoba,malo,110,15358
Saturday,vecer,Catalogue,false,false,stredniDoba,vice,327,15479
Thursday,odpoledne,Catalogue,false,false,kratkaDoba,malo,110,14269
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,15006
Saturday,poledne,OwnWebs,false,false,delsiDoba,malo,445,15248
Saturday,odpoledne,Fulltext,false,false,stredniDoba,malo,290,15369
Saturday,odpoledne,NA,false,false,dlouhaDoba,vice,3993,15259
Thursday,poledne,Catalogue,false,false,dlouhaDoba,hodne,2467,14049
Monday,poledne,NA,false,false,delsiDoba,vice,793,16238
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,17217
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,223,17228
Tuesday,poledne,NA,false,false,dlouhaDoba,malo,1341,17118
Monday,rano,NA,false,false,delsiDoba,vice,1481,16029
Tuesday,poledne,Fulltext,false,false,stredniDoba,vice,402,17008
Saturday,odpoledne,NA,false,false,delsiDoba,vice,970,10991
Monday,odpoledne,NA,false,false,kratkaDoba,malo,172,11970
Saturday,rano,Fulltext,false,false,delsiDoba,vice,668,10881
Friday,rano,Fulltext,true,false,dlouhaDoba,hodne,3313,10650
Monday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,2146,11981
Monday,odpoledne,Catalogue,false,false,delsiDoba,vice,957,11871
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,12971
Monday,odpoledne,Fulltext,false,false,delsiDoba,vice,1367,11882
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,327,12982
Thursday,odpoledne,NA,false,false,kratkaDoba,vice,363,10441
Thursday,podvecer,NA,false,false,kratkaDoba,malo,110,10562
Friday,poledne,Fulltext,false,false,kratkaDoba,malo,142,10683
Thursday,rano,Fulltext,false,false,delsiDoba,hodne,1126,13961
Sunday,odpoledne,Fulltext,false,false,delsiDoba,malo,588,11420
Wednesday,vecer,NA,false,false,kratkaDoba,malo,193,10210
Sunday,vecer,NA,false,false,delsiDoba,vice,2045,11541
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,10331
Monday,poledne,NA,false,false,kratkaDoba,malo,110,11662
Friday,poledne,OwnWebs,false,false,dlouhaDoba,hodne,1729,10694
Tuesday,odpoledne,NA,false,false,dlouhaDoba,vice,1041,7180
Wednesday,podvecer,Catalogue,false,false,stredniDoba,malo,295,13730
Wednesday,vecer,Fulltext,false,false,kratkaDoba,malo,110,13851
Sunday,odpoledne,NA,false,false,stredniDoba,vice,414,11310
Tuesday,poledne,NA,false,false,kratkaDoba,vice,342,12641
Thursday,rano,OwnWebs,false,false,delsiDoba,vice,609,13972
Wednesday,podvecer,Fulltext,false,false,kratkaDoba,malo,193,10100
Tuesday,odpoledne,Catalogue,false,false,kratkaDoba,vice,264,12762
Sunday,vecer,NA,false,false,stredniDoba,malo,325,11552
Tuesday,odpoledne,Other,false,false,stredniDoba,vice,306,12883
Monday,poledne,OwnWebs,false,false,dlouhaDoba,vice,2337,11673
Thursday,odpoledne,NA,false,false,delsiDoba,vice,1343,10463
Thursday,podvecer,NA,false,false,dlouhaDoba,vice,2686,10584
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,110,7191
Tuesday,rano,NA,false,false,dlouhaDoba,malo,712,12410
Tuesday,poledne,Partners,false,false,stredniDoba,vice,306,12531
Sunday,odpoledne,NA,false,false,delsiDoba,hodne,1640,11321
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,11442
Thursday,rano,OwnWebs,false,false,kratkaDoba,malo,110,10232
Thursday,odpoledne,NA,false,false,delsiDoba,hodne,1479,10474
Saturday,poledne,NA,false,false,delsiDoba,vice,740,8170
Friday,odpoledne,Fulltext,false,false,delsiDoba,vice,1057,14951
Tuesday,poledne,Catalogue,false,false,kratkaDoba,malo,110,12542
Wednesday,vecer,Fulltext,false,false,stredniDoba,malo,223,13873
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,193,11332
Sunday,podvecer,Fulltext,false,false,delsiDoba,malo,470,11453
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,vice,1085,12784
Monday,poledne,Fulltext,false,false,stredniDoba,malo,295,11695
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,2383,13510
Friday,odpoledne,NA,false,false,stredniDoba,malo,283,14841
Wednesday,odpoledne,NA,false,false,delsiDoba,malo,410,13631
Tuesday,rano,NA,false,false,delsiDoba,vice,663,12432
Sunday,poledne,NA,false,false,dlouhaDoba,malo,1461,11222
Tuesday,poledne,Fulltext,false,false,stredniDoba,vice,327,12553
Wednesday,vecer,Fulltext,true,false,dlouhaDoba,hodne,4205,13884
Wednesday,odpoledne,NA,false,false,kratkaDoba,vice,243,10012
Wednesday,podvecer,Fulltext,false,false,stredniDoba,malo,325,10133
Thursday,odpoledne,NA,true,false,stredniDoba,malo,292,10496
Tuesday,rano,NA,false,false,dlouhaDoba,vice,1278,9160
Saturday,odpoledne,Fulltext,false,false,delsiDoba,vice,711,8192
Wednesday,poledne,OwnWebs,false,false,delsiDoba,malo,350,13400
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,vice,531,13521
Wednesday,podvecer,NA,false,false,kratkaDoba,malo,110,13774
Wednesday,odpoledne,NA,false,false,dlouhaDoba,hodne,5965,10023
Sunday,podvecer,Fulltext,false,false,stredniDoba,vice,504,11475
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,1526,9292
Thursday,podvecer,Catalogue,false,false,delsiDoba,vice,552,14500
Friday,rano,Fulltext,false,false,kratkaDoba,malo,193,14621
Friday,poledne,Fulltext,false,false,kratkaDoba,vice,354,14742
Wednesday,odpoledne,Partners,false,false,kratkaDoba,vice,276,13532
Friday,odpoledne,Fulltext,true,false,stredniDoba,malo,230,14863
Monday,vecer,OwnWebs,false,false,delsiDoba,vice,872,12322
Friday,odpoledne,NA,true,false,stredniDoba,malo,412,14984
Tuesday,rano,Partners,false,false,dlouhaDoba,vice,3133,12334
Wednesday,odpoledne,NA,false,false,delsiDoba,hodne,1412,13665
Friday,odpoledne,NA,false,false,stredniDoba,vice,405,14996
Tuesday,poledne,NA,false,false,delsiDoba,malo,445,12455
Wednesday,podvecer,NA,false,false,stredniDoba,vice,536,13786
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,555,10035
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,12697
Thursday,poledne,NA,false,false,stredniDoba,malo,498,10398
Monday,vecer,Fulltext,true,false,stredniDoba,vice,530,9062
Sunday,poledne,NA,false,false,stredniDoba,vice,294,15601
Wednesday,poledne,NA,true,false,dlouhaDoba,hodne,3531,13302
Sunday,vecer,Fulltext,false,false,dlouhaDoba,vice,1985,15964
Friday,poledne,Fulltext,false,false,kratkaDoba,malo,110,14754
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,325,13544
Saturday,vecer,Fulltext,false,false,kratkaDoba,malo,193,11135
Sunday,poledne,OwnWebs,false,false,dlouhaDoba,hodne,2239,11256
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,10046
Sunday,podvecer,Other,false,false,stredniDoba,malo,170,11498
Thursday,poledne,NA,false,false,kratkaDoba,malo,193,10288
Monday,vecer,Fulltext,false,false,kratkaDoba,malo,193,9073
Tuesday,rano,Fulltext,false,false,kratkaDoba,malo,110,9194
Monday,podvecer,NA,false,false,delsiDoba,vice,802,16701
Sunday,poledne,Fulltext,false,false,kratkaDoba,vice,276,15612
Tuesday,poledne,NA,false,false,delsiDoba,vice,2277,16943
Tuesday,rano,Catalogue,false,false,stredniDoba,malo,170,12356
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,2745,12477
Sunday,odpoledne,OwnWebs,false,false,stredniDoba,vice,617,11388
Wednesday,vecer,Fulltext,false,false,kratkaDoba,malo,110,10178
Monday,vecer,NA,false,false,dlouhaDoba,vice,3102,9084
Monday,podvecer,Fulltext,false,false,stredniDoba,vice,603,16712
Sunday,odpoledne,NA,false,false,stredniDoba,malo,170,15744
Thursday,vecer,Fulltext,false,false,kratkaDoba,malo,110,14534
Sunday,podvecer,NA,false,false,kratkaDoba,vice,276,15865
Sunday,vecer,OwnWebs,false,false,kratkaDoba,malo,172,15986
Friday,odpoledne,Catalogue,false,false,stredniDoba,vice,402,14897
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,325,10068
Sunday,odpoledne,NA,false,false,stredniDoba,vice,814,11399
Wednesday,vecer,NA,false,false,dlouhaDoba,hodne,3219,10189
Thursday,odpoledne,Fulltext,false,false,delsiDoba,vice,543,14303
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,223,15634
Wednesday,rano,Fulltext,false,false,stredniDoba,malo,223,13214
Wednesday,poledne,Fulltext,false,false,stredniDoba,vice,483,13335
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,12125
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,1496,13456
Saturday,odpoledne,Catalogue,false,false,stredniDoba,malo,223,11047
Saturday,vecer,NA,false,false,stredniDoba,vice,794,11168
Tuesday,poledne,NA,false,false,delsiDoba,vice,1682,12499
Saturday,podvecer,NA,false,false,delsiDoba,vice,1186,15403
Sunday,poledne,Fulltext,false,false,delsiDoba,malo,1347,15645
Sunday,odpoledne,NA,false,false,dlouhaDoba,vice,2458,15766
Wednesday,rano,OwnWebs,false,false,stredniDoba,malo,170,13225
Sunday,podvecer,Catalogue,true,false,kratkaDoba,malo,364,15887
Wednesday,poledne,NA,false,false,delsiDoba,vice,1120,13346
Monday,odpoledne,NA,false,false,delsiDoba,vice,858,12136
Monday,podvecer,NA,false,false,dlouhaDoba,hodne,1870,12257
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,599,13588
Saturday,podvecer,NA,false,false,kratkaDoba,malo,193,11058
Monday,odpoledne,OwnWebs,false,false,delsiDoba,malo,629,16503
Saturday,podvecer,NA,true,false,stredniDoba,malo,383,15414
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,110,14204
Saturday,vecer,NA,false,false,stredniDoba,malo,170,15535
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,382,14325
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,16987
Tuesday,vecer,Fulltext,false,false,stredniDoba,malo,223,13115
Sunday,podvecer,OwnWebs,false,false,kratkaDoba,malo,193,15898
Friday,poledne,NA,false,false,delsiDoba,malo,486,14688
Wednesday,odpoledne,Partners,false,false,stredniDoba,vice,579,13478
Wednesday,odpoledne,Other,false,false,stredniDoba,malo,290,13599
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,16635
Thursday,odpoledne,Partners,true,false,dlouhaDoba,hodne,2528,14215
Tuesday,podvecer,NA,false,false,kratkaDoba,malo,110,13005
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,1520,16998
Wednesday,rano,NA,false,false,dlouhaDoba,hodne,5655,13247
Friday,rano,NA,false,false,dlouhaDoba,hodne,3563,14578
Monday,odpoledne,NA,false,false,kratkaDoba,malo,865,12037
Wednesday,poledne,Fulltext,false,false,kratkaDoba,jedna,30,13368
Monday,odpoledne,NA,false,false,stredniDoba,vice,366,12158
Monday,vecer,OwnWebs,false,false,kratkaDoba,vice,342,12279
Monday,odpoledne,NA,false,false,kratkaDoba,vice,276,16525
Saturday,podvecer,NA,false,false,stredniDoba,vice,357,15436
Thursday,odpoledne,Catalogue,false,false,dlouhaDoba,hodne,3373,14226
Sunday,rano,Other,false,false,stredniDoba,malo,295,15557
Tuesday,podvecer,Fulltext,false,false,stredniDoba,vice,545,13016
Thursday,odpoledne,Fulltext,false,false,stredniDoba,vice,456,14347
Sunday,odpoledne,Fulltext,false,false,stredniDoba,vice,405,15678
Tuesday,vecer,NA,false,true,delsiDoba,vice,700,13137
Wednesday,rano,NA,true,false,dlouhaDoba,hodne,2899,13258
Friday,rano,Partners,false,false,kratkaDoba,malo,110,14589
Saturday,rano,NA,true,false,kratkaDoba,malo,256,15205
Saturday,odpoledne,NA,true,false,kratkaDoba,malo,256,15326
Monday,podvecer,NA,false,false,dlouhaDoba,vice,2059,16657
Thursday,poledne,Fulltext,false,false,stredniDoba,malo,223,14116
Sunday,poledne,Catalogue,false,false,stredniDoba,malo,223,15568
Tuesday,podvecer,NA,false,false,stredniDoba,malo,223,13027
Thursday,podvecer,NA,false,false,kratkaDoba,vice,264,14479
Monday,odpoledne,Fulltext,false,false,stredniDoba,vice,303,12059
Monday,odpoledne,NA,true,false,dlouhaDoba,vice,3225,16426
Saturday,poledne,Fulltext,false,false,kratkaDoba,malo,193,15216
Saturday,odpoledne,Partners,false,false,stredniDoba,vice,306,15337
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,14127
Saturday,podvecer,NA,false,false,stredniDoba,vice,366,15458
Tuesday,vecer,NA,false,false,dlouhaDoba,hodne,4576,13159
Monday,odpoledne,Fulltext,false,false,kratkaDoba,jedna,30,16558
Thursday,poledne,NA,false,false,stredniDoba,malo,223,14017
Saturday,odpoledne,NA,false,false,dlouhaDoba,vice,1834,15348
Thursday,poledne,Fulltext,false,false,delsiDoba,malo,486,14138
Monday,odpoledne,Other,false,false,stredniDoba,vice,444,16448
Saturday,poledne,NA,false,false,kratkaDoba,malo,110,15238
Monday,odpoledne,NA,true,false,delsiDoba,vice,585,16569
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,893,14028
Saturday,odpoledne,NA,false,false,stredniDoba,vice,453,15359
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,193,14149
Friday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,15007
Monday,poledne,Partners,false,false,kratkaDoba,vice,437,16338
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,16459
Saturday,poledne,NA,false,false,stredniDoba,malo,283,15249
Friday,vecer,Fulltext,false,false,delsiDoba,vice,906,15139
Monday,poledne,NA,false,false,dlouhaDoba,malo,1412,16118
Monday,rano,NA,false,false,delsiDoba,vice,762,16019
Saturday,odpoledne,NA,false,false,delsiDoba,vice,1089,10970
Saturday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,2156,10981
Monday,odpoledne,NA,false,false,delsiDoba,vice,921,11960
Friday,poledne,NA,false,false,kratkaDoba,malo,110,10750
Monday,odpoledne,NA,false,false,stredniDoba,malo,223,11850
Saturday,rano,Fulltext,false,false,dlouhaDoba,hodne,5015,10882
Monday,poledne,Fulltext,false,false,stredniDoba,vice,426,11740
Thursday,odpoledne,Catalogue,false,false,dlouhaDoba,vice,1948,10530
Friday,rano,NA,false,false,delsiDoba,vice,868,10651
Friday,odpoledne,NA,false,false,dlouhaDoba,hodne,10090,10772
Sunday,poledne,Fulltext,false,false,dlouhaDoba,hodne,5327,6290
Wednesday,poledne,NA,false,false,dlouhaDoba,malo,1070,5080
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,429,12840
Monday,poledne,NA,false,false,kratkaDoba,malo,110,11751
Thursday,podvecer,NA,false,false,stredniDoba,malo,223,10541
Monday,odpoledne,OwnWebs,false,false,dlouhaDoba,malo,1341,11993
Saturday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,6180
Wednesday,poledne,NA,false,false,kratkaDoba,malo,193,5091
Thursday,rano,NA,false,false,stredniDoba,malo,325,13940
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,10310
Monday,rano,NA,false,false,stredniDoba,malo,170,11641
Monday,poledne,Fulltext,false,false,delsiDoba,vice,1331,11762
Thursday,podvecer,Fulltext,false,false,stredniDoba,vice,453,10552
Friday,poledne,NA,false,false,delsiDoba,vice,1119,10673
Friday,odpoledne,Other,false,false,dlouhaDoba,vice,1153,10794
Saturday,odpoledne,NA,false,false,kratkaDoba,malo,110,6191
Tuesday,poledne,NA,false,false,dlouhaDoba,hodne,3851,12620
Tuesday,odpoledne,Partners,false,false,kratkaDoba,malo,193,12741
Wednesday,vecer,Fulltext,false,false,kratkaDoba,malo,110,10200
Thursday,odpoledne,NA,false,false,kratkaDoba,malo,110,10442
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,11894
Friday,poledne,Fulltext,false,false,stredniDoba,vice,773,10684
Friday,podvecer,NA,false,false,dlouhaDoba,vice,6791,6081
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,13720
Thursday,rano,Fulltext,false,false,stredniDoba,vice,530,13962
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,12752
Sunday,vecer,Fulltext,false,false,delsiDoba,hodne,1213,11542
Tuesday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,6439,12873
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,10332
Tuesday,podvecer,NA,false,false,kratkaDoba,malo,172,12994
Friday,poledne,Fulltext,false,false,stredniDoba,vice,402,10695
Tuesday,odpoledne,NA,false,false,dlouhaDoba,vice,1371,9480
Sunday,poledne,NA,false,true,stredniDoba,vice,405,8391
Friday,odpoledne,NA,false,false,delsiDoba,hodne,1379,14930
Tuesday,rano,NA,false,false,delsiDoba,vice,1285,12400
Wednesday,vecer,NA,false,false,kratkaDoba,malo,172,13852
Tuesday,poledne,Catalogue,false,false,kratkaDoba,malo,172,12642
Thursday,rano,NA,false,false,kratkaDoba,malo,110,13973
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,11432
Tuesday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1429,12763
Thursday,rano,NA,false,false,kratkaDoba,malo,172,10222
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,12884
Thursday,poledne,NA,false,false,kratkaDoba,vice,276,10343
Thursday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,3865,10464
Tuesday,poledne,NA,false,false,kratkaDoba,malo,193,9370
Saturday,poledne,Fulltext,false,false,stredniDoba,vice,294,8160
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,110,9491
Friday,poledne,Fulltext,false,false,dlouhaDoba,malo,1190,14820
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,294,13610
Friday,odpoledne,NA,false,false,kratkaDoba,vice,354,14941
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,12532
Wednesday,vecer,NA,false,false,delsiDoba,vice,1016,13863
Thursday,rano,NA,false,false,stredniDoba,malo,295,10233
Sunday,vecer,NA,false,false,delsiDoba,vice,1028,11564
Monday,poledne,OwnWebs,false,false,delsiDoba,malo,528,11685
Thursday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,10596
Friday,poledne,Catalogue,false,false,stredniDoba,vice,528,14710
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,366,13500
Wednesday,podvecer,OwnWebs,false,false,kratkaDoba,malo,110,13753
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,223,11212
Tuesday,poledne,Partners,false,false,stredniDoba,vice,453,12543
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,12664
Tuesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,3980,12785
Monday,poledne,OwnWebs,true,false,dlouhaDoba,hodne,3977,11696
Friday,rano,Other,false,false,kratkaDoba,malo,172,14600
Sunday,vecer,NA,false,false,kratkaDoba,malo,172,15931
Friday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,969,14842
Monday,vecer,Partners,false,false,delsiDoba,vice,684,12301
Wednesday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,13632
Saturday,podvecer,Fulltext,false,false,stredniDoba,vice,327,11102
Wednesday,podvecer,Fulltext,false,false,stredniDoba,vice,432,13764
Sunday,poledne,NA,false,false,delsiDoba,vice,1158,11223
Tuesday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,2190,12675
Sunday,podvecer,NA,false,false,dlouhaDoba,hodne,5143,11465
Monday,rano,NA,false,false,stredniDoba,malo,325,11586
Thursday,poledne,NA,false,false,dlouhaDoba,hodne,4387,10376
Thursday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,3359,10497
Tuesday,rano,NA,false,false,dlouhaDoba,vice,1446,9161
Tuesday,poledne,Fulltext,false,false,stredniDoba,vice,582,9282
Saturday,odpoledne,NA,false,false,delsiDoba,vice,964,8193
Tuesday,rano,Catalogue,true,false,stredniDoba,vice,575,16910
Sunday,podvecer,NA,false,false,stredniDoba,vice,435,15821
Wednesday,poledne,Fulltext,false,false,stredniDoba,vice,530,13401
Wednesday,odpoledne,Other,false,false,stredniDoba,vice,555,13643
Tuesday,poledne,Fulltext,false,false,kratkaDoba,vice,276,12444
Tuesday,poledne,NA,false,false,stredniDoba,malo,170,12565
Wednesday,vecer,NA,false,false,kratkaDoba,malo,110,13896
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,11355
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,110,12686
Wednesday,vecer,Fulltext,false,false,delsiDoba,malo,470,10145
Thursday,poledne,Fulltext,false,false,delsiDoba,malo,590,10266
Monday,rano,Partners,false,false,kratkaDoba,malo,193,11597
Thursday,poledne,NA,false,false,stredniDoba,vice,429,10387
Tuesday,rano,NA,true,false,delsiDoba,vice,1341,9172
Monday,vecer,NA,false,false,delsiDoba,vice,1797,16800
Sunday,odpoledne,Fulltext,false,false,stredniDoba,vice,366,15711
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,223,13533
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,14864
Saturday,odpoledne,Fulltext,false,false,delsiDoba,vice,1482,11004
Wednesday,odpoledne,OwnWebs,false,false,delsiDoba,vice,795,13666
Wednesday,odpoledne,OwnWebs,false,false,stredniDoba,vice,306,10036
Thursday,poledne,Partners,false,false,stredniDoba,malo,223,10278
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,193,15723
Wednesday,poledne,Catalogue,false,false,dlouhaDoba,hodne,4186,13424
Friday,poledne,Fulltext,false,false,delsiDoba,malo,599,14755
Monday,podvecer,Fulltext,false,false,dlouhaDoba,vice,2520,12214
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,13545
Saturday,vecer,Partners,false,false,dlouhaDoba,vice,1856,11136
Tuesday,poledne,Catalogue,false,false,stredniDoba,malo,223,12588
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,110,11378
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,172,10289
Monday,vecer,Fulltext,false,false,delsiDoba,vice,543,9074
Monday,podvecer,Partners,false,false,stredniDoba,vice,327,16702
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,110,15734
Sunday,podvecer,Fulltext,false,false,dlouhaDoba,hodne,4539,15855
Sunday,vecer,Fulltext,false,false,kratkaDoba,vice,276,15976
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,223,13688
Saturday,vecer,NA,false,false,delsiDoba,vice,946,11147
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,12599
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,849,10058
Sunday,odpoledne,NA,false,false,delsiDoba,malo,689,11389
Wednesday,vecer,Catalogue,false,false,kratkaDoba,malo,193,10179
Saturday,vecer,NA,false,false,delsiDoba,vice,681,15503
Tuesday,rano,Fulltext,false,false,stredniDoba,vice,405,16834
Sunday,poledne,Fulltext,false,false,kratkaDoba,malo,193,15624
Wednesday,rano,Fulltext,false,false,kratkaDoba,malo,110,13204
Wednesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,3825,13446
Friday,poledne,NA,true,false,dlouhaDoba,vice,1694,14777
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,12236
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,14898
Saturday,odpoledne,Partners,false,false,kratkaDoba,malo,110,11037
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,193,13699
Saturday,vecer,OwnWebs,false,false,kratkaDoba,malo,193,11158
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,193,11279
Wednesday,odpoledne,Partners,false,false,kratkaDoba,malo,110,10069
Saturday,vecer,NA,false,false,kratkaDoba,malo,172,15514
Sunday,poledne,NA,false,false,kratkaDoba,malo,110,15635
Tuesday,poledne,Other,false,false,kratkaDoba,malo,110,16966
Wednesday,rano,Fulltext,false,false,stredniDoba,malo,325,13215
Monday,odpoledne,Catalogue,false,false,stredniDoba,vice,546,12005
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,193,12247
Thursday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,14315
Tuesday,vecer,Fulltext,false,false,kratkaDoba,malo,110,13105
Sunday,odpoledne,NA,false,false,stredniDoba,vice,294,15767
Wednesday,rano,Catalogue,false,false,kratkaDoba,malo,110,13226
Thursday,vecer,NA,false,false,dlouhaDoba,vice,1793,14557
Friday,poledne,Fulltext,false,false,stredniDoba,malo,325,14678
Monday,vecer,NA,true,false,dlouhaDoba,vice,2649,12258
Wednesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,7718,13589
Saturday,podvecer,Fulltext,false,false,stredniDoba,malo,170,11059
Monday,odpoledne,Partners,true,false,stredniDoba,vice,396,16504
Saturday,podvecer,Fulltext,false,false,delsiDoba,vice,939,15415
Tuesday,vecer,Fulltext,false,false,stredniDoba,malo,223,13116
Wednesday,rano,Other,false,false,kratkaDoba,vice,321,13237
Sunday,podvecer,Fulltext,false,false,stredniDoba,malo,170,15899
Monday,odpoledne,NA,false,false,delsiDoba,vice,585,12027
Monday,odpoledne,NA,false,false,stredniDoba,vice,459,12148
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,193,13479
Monday,vecer,NA,false,false,kratkaDoba,malo,193,12269
Monday,odpoledne,Fulltext,true,false,stredniDoba,vice,587,16515
Saturday,odpoledne,Fulltext,false,false,stredniDoba,vice,366,15305
Saturday,podvecer,Fulltext,false,false,stredniDoba,vice,453,15426
Thursday,odpoledne,Catalogue,false,false,dlouhaDoba,hodne,2475,14216
Tuesday,podvecer,Fulltext,false,false,stredniDoba,malo,295,13006
Sunday,odpoledne,Fulltext,false,false,delsiDoba,vice,872,15668
Monday,odpoledne,Catalogue,false,false,kratkaDoba,vice,243,16405
Thursday,odpoledne,Catalogue,false,false,kratkaDoba,malo,110,14227
Tuesday,rano,Catalogue,false,false,stredniDoba,vice,327,16889
Sunday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,15679
Tuesday,vecer,Fulltext,false,false,stredniDoba,vice,665,13138
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,16416
Saturday,rano,Catalogue,false,false,kratkaDoba,malo,172,15206
Thursday,poledne,Other,false,false,stredniDoba,vice,327,14117
Sunday,poledne,NA,true,false,kratkaDoba,malo,110,15569
Thursday,odpoledne,Other,false,false,stredniDoba,malo,396,14359
Monday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,193,16427
